,Ad Clicks,Ad Impressions,Ad Spend,Ad Text,Age,Date,Interests,Language,Location,Number,Placements
75,0,0,,"We can't all be Presidents, but we can all be patriots. Join us!","Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:08:58 AM PDT P(1)0002299 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored We can't all be Presidents, but we can all be patriots. Join us! Being Patriotic Community 219,810 people like this. 1dr  Like Page P(1)0002300 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:08:58 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:08:58 AM PDT P(1)0002299 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored We can't all be Presidents, but we can all be patriots. Join us! Being Patriotic Community 219,810 people like this. 1dr  Like Page P(1)0002300 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:08:58 AM PDT P(1)0002299 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored We can't all be Presidents, but we can all be patriots. Join us! Being Patriotic Community 219,810 people like this. 1dr  Like Page P(1)0002300 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002299.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:08:58 AM PDT P(1)0002299 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored We can't all be Presidents, but we can all be patriots. Join us! Being Patriotic Community 219,810 people like this. 1dr  Like Page P(1)0002300 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
76,0,0,,Patriotism begins at home. Join new community about homeland!,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002327 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,810 people like this. P(1)0002328 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:10:47 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002327 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,810 people like this. P(1)0002328 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002327 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,810 people like this. P(1)0002328 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002327.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002327 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,810 people like this. P(1)0002328 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
77,0,0,,Patriotism comes from your heart... follow its dictates and don't live a false life. Join!,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:09:49 AM PDT P(1)0002331 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism comes from your heart... follow its dictates and don't live a false life. Join! Being Patriotic Community 219,810 people like this. lip  Like Page P(1)0002332 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:09:49 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:09:49 AM PDT P(1)0002331 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism comes from your heart... follow its dictates and don't live a false life. Join! Being Patriotic Community 219,810 people like this. lip  Like Page P(1)0002332 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:09:49 AM PDT P(1)0002331 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism comes from your heart... follow its dictates and don't live a false life. Join! Being Patriotic Community 219,810 people like this. lip  Like Page P(1)0002332 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002331.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:09:49 AM PDT P(1)0002331 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Patriotism comes from your heart... follow its dictates and don't live a false life. Join! Being Patriotic Community 219,810 people like this. lip  Like Page P(1)0002332 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
78,0,0,,Patriotism begins at home. Join new community about homeland!,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002357 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page MILAM Being Patriotic IM Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,809 people like this. jdF  Like Page P(1)0002358 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:10:47 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002357 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page MILAM Being Patriotic IM Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,809 people like this. jdF  Like Page P(1)0002358 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002357 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page MILAM Being Patriotic IM Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,809 people like this. jdF  Like Page P(1)0002358 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002357.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:47 AM PDT P(1)0002357 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page MILAM Being Patriotic IM Sponsored Patriotism begins at home. Join new community about homeland! Being Patriotic Community 219,809 people like this. jdF  Like Page P(1)0002358 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
79,59,742,434.53,Your freedom starts here. Join!,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 742 Ad Clicks 59 Ad Spend 434.53 RUB Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002359 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Your freedom starts here. Join] Being Patriotic Community 219,809 people like this. P(1)0002360 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:10:04 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 742 Ad Clicks 59 Ad Spend 434.53 RUB Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002359 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Your freedom starts here. Join] Being Patriotic Community 219,809 people like this. P(1)0002360 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 742 Ad Clicks 59 Ad Spend 434.53 RUB Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002359 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Your freedom starts here. Join] Being Patriotic Community 219,809 people like this. P(1)0002360 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002359.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 742 Ad Clicks 59 Ad Spend 434.53 RUB Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002359 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page Being Patriotic Sponsored Your freedom starts here. Join] Being Patriotic Community 219,809 people like this. P(1)0002360 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
80,0,0,,Your freedom starts here. Join!,"Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002382 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page AA Being Patriotic Sponsored Your freedom starts here. Join! Being Patriotic Community 219,809 people like this. ,dr  Like Page P(1)0002383 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:10:04 AM PDT,"Interests: Independence or Patriotism Excluded Connections: Exclude people who like Being Patriotic Age: 18 - 65+ Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002382 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page AA Being Patriotic Sponsored Your freedom starts here. Join! Being Patriotic Community 219,809 people like this. ,dr  Like Page P(1)0002383 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence","Language: English (UK) or English (US) Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002382 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page AA Being Patriotic Sponsored Your freedom starts here. Join! Being Patriotic Community 219,809 people like this. ,dr  Like Page P(1)0002383 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,P(1)0002382.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:10:04 AM PDT P(1)0002382 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceSuggested Page AA Being Patriotic Sponsored Your freedom starts here. Join! Being Patriotic Community 219,809 people like this. ,dr  Like Page P(1)0002383 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
81,0,0,,"Republican strategist Karl Rove said on ""Fox News Sunday"" the only way to stop gun-related violence, like the Wednesday massacre at Emmanuel African Methodist Church in Charleston S.C., was to repeal American citizens' Second Amendment rights. It's strange to hear it from the man who supported 2nd amendment earlier. The lack of clear-cut opinion is very bad character trait. However, it doesn't matter. The right to bear arms is inalienable right of Americans that was given us by the Founding Fathers. The 2nd amendment guarantees private safety of the people. The right to keep and bear arms has been recognized as existing prior even to the creation of a written national constitution. The govermmnet should respect the 2nd amendment and the law in general. It's pity when some politicians think otherwise. People should understand that a gun is not a killing tool, it's self-defense tool. And we will stand for our right to keep and bear arms!","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:22 AM PDT Ad End Date 06/24/15 07:13:22 AM PDT P(1)0002424 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 jdj Like Page Republican strategist Karl Rove said on ""Fox News Sunday' the only way to stop gun-related violence, like the Wednesday massacre at Emmanuel African Methodist Church in Charleston S.C., was to repeal American citizens' Second Amendment rights. It's strange to hear it from the man who supported 2nd amendment earlier. The lack of clear-cut opinion is very bad character trait. However, it doesn't matter. The right to bear arms is inalienable right of Americans that was given us ... See, fOrDre 2 Likes 3 Shares rdr Like * Commerrt  A Share P(1)0002425 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:13:22 AM PDT,"Interests: Independence or Patriotism Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:22 AM PDT Ad End Date 06/24/15 07:13:22 AM PDT P(1)0002424 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 jdj Like Page Republican strategist Karl Rove said on ""Fox News Sunday' the only way to stop gun-related violence, like the Wednesday massacre at Emmanuel African Methodist Church in Charleston S.C., was to repeal American citizens' Second Amendment rights. It's strange to hear it from the man who supported 2nd amendment earlier. The lack of clear-cut opinion is very bad character trait. However, it doesn't matter. The right to bear arms is inalienable right of Americans that was given us ... See, fOrDre 2 Likes 3 Shares rdr Like * Commerrt  A Share P(1)0002425 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,N/A,P(1)0002424.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:22 AM PDT Ad End Date 06/24/15 07:13:22 AM PDT P(1)0002424 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 jdj Like Page Republican strategist Karl Rove said on ""Fox News Sunday' the only way to stop gun-related violence, like the Wednesday massacre at Emmanuel African Methodist Church in Charleston S.C., was to repeal American citizens' Second Amendment rights. It's strange to hear it from the man who supported 2nd amendment earlier. The lack of clear-cut opinion is very bad character trait. However, it doesn't matter. The right to bear arms is inalienable right of Americans that was given us ... See, fOrDre 2 Likes 3 Shares rdr Like * Commerrt  A Share P(1)0002425 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
82,0,0,,"The Chinese hackers executed a complex attack that gave them ""administrator privileges"" into the computer networks at the Office of Personnel Management, mimicking the credentials of people who run the agency's systems. They began siphoning out a rush of data after constructing what amounted to an electronic pipeline that led back to China, investigators told Congress last week in classified briefings. Much of the personnel data had been stored in the lightly protected systems of the Department of the Interior, because it had cheap, available space for digital data storage. The administration is urgently working to determine what other agencies are storing similarly sensitive information with weak protections. Officials would not identify their top concerns, but an audit issued early last year, before the Chinese attacks, harshly criticized lax security at the Internal Revenue Service, the Nuclear Regulatory Commission, the Energy Department, the Securities and Exchange Commission — and the Department of Homeland Security, which has responsibility for securing the nation's critical networks. It's not clear who is held liable for security hole. What do you think the hacker attack will affect U.S. — Chinese relations?","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:14:41 AM PDT Ad End Date 06/24/15 07:14:41 AM PDT P(1)0002426 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 ilk Like Page The Chinese hackers executed a complex attack that gave them °administrator privileges' into the computer networks at the Office of Personnel Management, mimicking the credentials of people who run the agency's systems. They began siphoning out a rush of data after constructing what amounted to an electronic pipeline that led back to China, investigators told Congress last week in classified briefings. Much of the personnel data had been stored in the lightly protected system ... See More idF Like * Comment  A Share P(1)0002427 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:14:41 AM PDT,"Interests: Independence or Patriotism Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:14:41 AM PDT Ad End Date 06/24/15 07:14:41 AM PDT P(1)0002426 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 ilk Like Page The Chinese hackers executed a complex attack that gave them °administrator privileges' into the computer networks at the Office of Personnel Management, mimicking the credentials of people who run the agency's systems. They began siphoning out a rush of data after constructing what amounted to an electronic pipeline that led back to China, investigators told Congress last week in classified briefings. Much of the personnel data had been stored in the lightly protected system ... See More idF Like * Comment  A Share P(1)0002427 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,N/A,P(1)0002426.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:14:41 AM PDT Ad End Date 06/24/15 07:14:41 AM PDT P(1)0002426 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 ilk Like Page The Chinese hackers executed a complex attack that gave them °administrator privileges' into the computer networks at the Office of Personnel Management, mimicking the credentials of people who run the agency's systems. They began siphoning out a rush of data after constructing what amounted to an electronic pipeline that led back to China, investigators told Congress last week in classified briefings. Much of the personnel data had been stored in the lightly protected system ... See More idF Like * Comment  A Share P(1)0002427 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
83,0,0,,"The Battle of Okinawa, codenamed Operation Iceberg, came to the end on June 22, 1945. The operation was fought on the Ryukyu Islands of Okinawa and included the largest amphibious assault in the Pacific War during World War II. The military value of Okinawa ""exceeded all hope."" Okinawa provided a fleet anchorage, troop staging areas, and airfields in close proximity to Japan.","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:37:18 AM PDT Ad End Date 06/24/15 07:37:18 AM PDT P(1)0002428 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Ii Like Page WIT Sponsored - 0 The Battle of Okinawa, codenamed Operation Iceberg, came to the end on June 22, 1945. The operation was fought on the Ryukyu Islands of Okinawa and included the largest amphibious assault in the Pacific War during World War IL The military value of Okinawa ""exceeded all hope.' Okinawa provided a fleet anchorage, troop staging areas, and airfields in close proximity to Japan. LI_ i` Like * Comment  A Share P(1)0002429 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:37:18 AM PDT,"Interests: Independence or Patriotism Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:37:18 AM PDT Ad End Date 06/24/15 07:37:18 AM PDT P(1)0002428 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Ii Like Page WIT Sponsored - 0 The Battle of Okinawa, codenamed Operation Iceberg, came to the end on June 22, 1945. The operation was fought on the Ryukyu Islands of Okinawa and included the largest amphibious assault in the Pacific War during World War IL The military value of Okinawa ""exceeded all hope.' Okinawa provided a fleet anchorage, troop staging areas, and airfields in close proximity to Japan. LI_ i` Like * Comment  A Share P(1)0002429 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,N/A,P(1)0002428.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:37:18 AM PDT Ad End Date 06/24/15 07:37:18 AM PDT P(1)0002428 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Ii Like Page WIT Sponsored - 0 The Battle of Okinawa, codenamed Operation Iceberg, came to the end on June 22, 1945. The operation was fought on the Ryukyu Islands of Okinawa and included the largest amphibious assault in the Pacific War during World War IL The military value of Okinawa ""exceeded all hope.' Okinawa provided a fleet anchorage, troop staging areas, and airfields in close proximity to Japan. LI_ i` Like * Comment  A Share P(1)0002429 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
84,0,0,,"Since the game of American football was first played at the collegiate level in the late 1860s, the sport has captivated fans by using both strength and strategy to get the win. With the introduction of the American Professional Football Association, later renamed to the National Football League, audiences saw athletes play more ferociously than ever before. American football has actually became national kind of sports in the United States. We are proud of such players as Michael Vick, Peyton Manning and John Elway. We are proud we live in America!","Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:53 AM PDT Ad End Date 06/24/15 07:13:52 AM PDT P(1)0002430 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 Idl Like Page Since the game of American football was first played at the collegiate level in the late 1860s, the sport has captivated fans by using both strength and strategy to get the win. With the introduction of the American Professional Football Association, later renamed to the National Football League, audiences saw athletes play more ferociously than ever before. American football has actually became national kind of sports in the United States. We are proud of such players as Michael Vick, Peyton Manning and John EIway. We are proud we live in America! i` Like * Comment  A Share P(1)0002431 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",06/23/15 07:13:53 AM PDT,"Interests: Independence or Patriotism Age: 18 - 65+ Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:53 AM PDT Ad End Date 06/24/15 07:13:52 AM PDT P(1)0002430 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 Idl Like Page Since the game of American football was first played at the collegiate level in the late 1860s, the sport has captivated fans by using both strength and strategy to get the win. With the introduction of the American Professional Football Association, later renamed to the National Football League, audiences saw athletes play more ferociously than ever before. American football has actually became national kind of sports in the United States. We are proud of such players as Michael Vick, Peyton Manning and John EIway. We are proud we live in America! i` Like * Comment  A Share P(1)0002431 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence",N/A,N/A,P(1)0002430.pdf,"Placements: News Feed on desktop computers or News Feed on mobile devices Ad Impressions 0 Ad Clicks 0 Ad Spend None Ad Creation Date 06/23/15 07:13:53 AM PDT Ad End Date 06/24/15 07:13:52 AM PDT P(1)0002430 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on IntelligenceBeing Patriotic Sponsored - 0 Idl Like Page Since the game of American football was first played at the collegiate level in the late 1860s, the sport has captivated fans by using both strength and strategy to get the win. With the introduction of the American Professional Football Association, later renamed to the National Football League, audiences saw athletes play more ferociously than ever before. American football has actually became national kind of sports in the United States. We are proud of such players as Michael Vick, Peyton Manning and John EIway. We are proud we live in America! i` Like * Comment  A Share P(1)0002431 Redactions Completed at the Direction of Ranking Member of the US House Permanent Select Committee on Intelligence"
